x1,x2,pdf
7673.469238,-5.233700,0.000000
7714.285645,-5.233700,0.000000
7755.102051,-5.233700,0.000000
7795.918457,-5.233700,0.000000
7836.734863,-5.233700,0.000000
7877.550781,-5.233700,0.000000
7918.367188,-5.233700,0.000000
7959.183594,-5.233700,0.000000
8000.000000,-5.233700,0.000000
8040.816406,-5.233700,0.000000
8081.632812,-5.233700,0.000000
8122.449219,-5.233700,0.000000
8163.265137,-5.233700,0.000000
8204.082031,-5.233700,0.000000
8244.898438,-5.233700,0.000000
8285.713867,-5.233700,0.000000
8326.530273,-5.233700,0.000000
8367.346680,-5.233700,0.000000
8408.163086,-5.233700,0.000000
8448.979492,-5.233700,0.000000
8489.795898,-5.233700,0.000000
8530.612305,-5.233700,0.000000
8571.428711,-5.233700,0.000000
8612.245117,-5.233700,0.000000
8653.061523,-5.233700,0.000000
8693.877930,-5.233700,0.000000
8734.693359,-5.233700,0.000000
8775.509766,-5.233700,0.000000
8816.326172,-5.233700,0.000000
8857.142578,-5.233700,0.000000
8897.958984,-5.233700,0.000000
8938.775391,-5.233700,0.000000
8979.591797,-5.233700,0.000000
7020.408203,-4.534043,0.000000
7061.224609,-4.534043,0.000000
7102.041016,-4.534043,0.000000
7142.857422,-4.534043,0.000000
7183.673340,-4.534043,0.000000
7224.489746,-4.534043,0.000000
7265.306152,-4.534043,0.000000
7306.122559,-4.534043,0.000000
7346.938965,-4.534043,0.000000
7387.754883,-4.534043,0.000000
7428.571289,-4.534043,0.000000
7469.387695,-4.534043,0.000000
7510.204102,-4.534043,0.000000
7551.020508,-4.534043,0.000000
7591.836914,-4.534043,0.000000
7632.653320,-4.534043,0.000000
7673.469238,-4.534043,0.000000
7714.285645,-4.534043,0.000000
7755.102051,-4.534043,0.000000
7795.918457,-4.534043,0.000000
7836.734863,-4.534043,0.000000
7877.550781,-4.534043,0.000000
7918.367188,-4.534043,0.000000
7959.183594,-4.534043,0.000000
8000.000000,-4.534043,0.000000
8040.816406,-4.534043,0.000000
8081.632812,-4.534043,0.000000
8122.449219,-4.534043,0.000000
8163.265137,-4.534043,0.000000
8204.082031,-4.534043,0.000000
8244.898438,-4.534043,0.000000
8285.713867,-4.534043,0.000000
8326.530273,-4.534043,0.000000
8367.346680,-4.534043,0.000000
8408.163086,-4.534043,0.000000
8448.979492,-4.534043,0.000000
8489.795898,-4.534043,0.000000
8530.612305,-4.534043,0.000000
8571.428711,-4.534043,0.000000
8612.245117,-4.534043,0.000000
8653.061523,-4.534043,0.000000
8693.877930,-4.534043,0.000000
8734.693359,-4.534043,0.000000
8775.509766,-4.534043,0.000000
8816.326172,-4.534043,0.000000
8857.142578,-4.534043,0.000000
8897.958984,-4.534043,0.000000
8938.775391,-4.534043,0.000000
8979.591797,-4.534043,0.000000
7020.408203,-3.834387,0.000000
7061.224609,-3.834387,0.000000
7102.041016,-3.834387,0.000000
7142.857422,-3.834387,0.000000
7183.673340,-3.834387,0.000000
7224.489746,-3.834387,0.000000
7265.306152,-3.834387,0.000000
7306.122559,-3.834387,0.000000
7346.938965,-3.834387,0.000000
7387.754883,-3.834387,0.000000
7428.571289,-3.834387,0.000000
7469.387695,-3.834387,0.000000
7510.204102,-3.834387,0.000000
7551.020508,-3.834387,0.000000
7591.836914,-3.834387,0.000000
7632.653320,-3.834387,0.000000
7673.469238,-3.834387,0.000000
7714.285645,-3.834387,0.000000
7755.102051,-3.834387,0.000000
7795.918457,-3.834387,0.000000
7836.734863,-3.834387,0.000000
7877.550781,-3.834387,0.000000
7918.367188,-3.834387,0.000000
7959.183594,-3.834387,0.000000
8000.000000,-3.834387,0.000000
8040.816406,-3.834387,0.000000
8081.632812,-3.834387,0.000000
8122.449219,-3.834387,0.000000
8163.265137,-3.834387,0.000000
8204.082031,-3.834387,0.000000
8244.898438,-3.834387,0.000000
8285.713867,-3.834387,0.000000
8326.530273,-3.834387,0.000000
8367.346680,-3.834387,0.000000
8408.163086,-3.834387,0.000000
8448.979492,-3.834387,0.000000
8489.795898,-3.834387,0.000000
8530.612305,-3.834387,0.000000
8571.428711,-3.834387,0.000000
8612.245117,-3.834387,0.000000
8653.061523,-3.834387,0.000000
8693.877930,-3.834387,0.000000
8734.693359,-3.834387,0.000000
8775.509766,-3.834387,0.000000
8816.326172,-3.834387,0.000000
8857.142578,-3.834387,0.000000
8897.958984,-3.834387,0.000000
8938.775391,-3.834387,0.000000
8979.591797,-3.834387,0.000000
7020.408203,-3.134730,0.000000
7061.224609,-3.134730,0.000000
7102.041016,-3.134730,0.000000
7142.857422,-3.134730,0.000000
7183.673340,-3.134730,0.000000
7224.489746,-3.134730,0.000000
7265.306152,-3.134730,0.000000
7306.122559,-3.134730,0.000000
7346.938965,-3.134730,0.000000
7387.754883,-3.134730,0.000000
7428.571289,-3.134730,0.000000
7469.387695,-3.134730,0.000000
7510.204102,-3.134730,0.000000
7551.020508,-3.134730,0.000000
7591.836914,-3.134730,0.000000
7632.653320,-3.134730,0.000000
7673.469238,-3.134730,0.000000
7714.285645,-3.134730,0.000000
7755.102051,-3.134730,0.000000
7795.918457,-3.134730,0.000000
7836.734863,-3.134730,0.000000
7877.550781,-3.134730,0.000000
7918.367188,-3.134730,0.000000
7959.183594,-3.134730,0.000000
8000.000000,-3.134730,0.000000
8040.816406,-3.134730,0.000000
8081.632812,-3.134730,0.000000
8122.449219,-3.134730,0.000000
8163.265137,-3.134730,0.000000
8204.082031,-3.134730,0.000000
8244.898438,-3.134730,0.000000
8285.713867,-3.134730,0.000000
8326.530273,-3.134730,0.000000
8367.346680,-3.134730,0.000000
8408.163086,-3.134730,0.000000
8448.979492,-3.134730,0.000000
8489.795898,-3.134730,0.000000
8530.612305,-3.134730,0.000000
8571.428711,-3.134730,0.000000
8612.245117,-3.134730,0.000000
8653.061523,-3.134730,0.000000
8693.877930,-3.134730,0.000000
8734.693359,-3.134730,0.000000
8775.509766,-3.134730,0.000000
8816.326172,-3.134730,0.000000
8857.142578,-3.134730,0.000000
8897.958984,-3.134730,0.000000
8938.775391,-3.134730,0.000000
8979.591797,-3.134730,0.000000
7020.408203,-2.435073,0.000000
7061.224609,-2.435073,0.000000
7102.041016,-2.435073,0.000000
7142.857422,-2.435073,0.000000
